id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,postcode,rich,borough,before_pandemic
2595,Skylit Midtown Castle,2845,Jennifer,Midtown,40.75362,-73.98376999999999,Entire home/apt,225.0,1,45,2019-05-21,0.38,2,355,10018,1.0,Manhattan,1
12318,West Side Retreat,16800,Cyn,Upper West Side,40.79009,-73.97927,Private room,135.0,4,81,2019-06-16,0.69,1,273,10024,1.0,Manhattan,1
14287,Cozy 1BD on Central Park West in New York City,56094,Joya,Upper West Side,40.78635,-73.97008000000001,Entire home/apt,151.0,2,73,2019-07-07,0.63,1,302,10024,1.0,Manhattan,1
15220,Best Location in NYC! TIMES SQUARE!,59734,Luiz,Hell's Kitchen,40.755309999999994,-73.99293,Private room,69.0,2,289,2019-06-09,2.49,2,294,10018,1.0,Manhattan,1
15711,2 bedroom - Upper East Side-great for kids,61491,D,Upper East Side,40.77065,-73.95269,Entire home/apt,250.0,2,66,2019-03-30,0.57,2,231,10075,1.0,Manhattan,1
18152,Manhattan Room,69942,Victoria,Upper East Side,40.76865,-73.95058,Private room,200.0,1,142,2019-07-06,1.5,1,322,10021,1.0,Manhattan,1
29683,Stylish & Sleek Apartment Near SoHo!,125857,Uli,East Village,40.72392,-73.99143000000001,Entire home/apt,185.0,5,73,2019-06-25,0.66,1,209,10013,1.0,Manhattan,1
38638,Light and Airy Upper East Side 1 BDR apartment,92788,Sara,Upper East Side,40.77711,-73.9527,Entire home/apt,219.0,4,126,2019-06-26,1.16,2,290,10028,1.0,Manhattan,1
39267,CENTRAL PARK LOFT all for YOU,168417,Marie,Upper East Side,40.77456,-73.95323,Entire home/apt,99.0,1,234,2019-06-08,2.6,2,164,10028,1.0,Manhattan,1
47199,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",212722,Teresa,Upper East Side,40.76834,-73.95334,Private room,75.0,3,199,2019-06-24,1.85,1,326,10021,1.0,Manhattan,1
60164,"Beautiful, elegant 3 bed SOHO loft",289653,Harrison,SoHo,40.72003,-74.00262,Entire home/apt,500.0,4,94,2019-06-23,0.99,1,329,10013,1.0,Manhattan,1
64707,Amazing  Sunny & Breezy Home In the Heart of  NYC,7310,Tilly,Little Italy,40.71702,-73.99811,Entire home/apt,90.0,14,1,2019-01-02,0.16,1,14,10013,1.0,Manhattan,1
68735,Prewar Penthouse w Private Terrace,342054,Violetta,Upper West Side,40.78971,-73.9729,Entire home/apt,195.0,11,30,2019-06-13,0.32,1,249,10024,1.0,Manhattan,1
68974,Unique spacious loft on the Bowery,281229,Alicia,Little Italy,40.719429999999996,-73.99627,Entire home/apt,575.0,2,191,2019-06-20,1.88,1,298,10013,1.0,Manhattan,1
190267,Large Luxury Upper East Side Studio,918866,Marina,Upper East Side,40.76684,-73.95944,Entire home/apt,169.0,7,39,2019-07-07,0.41,1,44,10021,1.0,Manhattan,1
221618,Gorgeous PermaGO Private Room in FiDi - 1/2,4887492,Gershwyn,Tribeca,40.711929999999995,-74.00816999999999,Private room,150.0,3,82,2019-05-21,0.87,2,90,10007,1.0,Manhattan,1
228517,Great Bedroom in Downtown Manhattan,1192610,Raven,Chinatown,40.71611,-73.99828000000001,Private room,110.0,30,59,2019-06-24,0.64,1,281,10013,1.0,Manhattan,1
233662,Large Sunny Luxe Prvt Room/Midtown,1223568,Tiffany,Midtown,40.75575,-73.96842,Private room,110.0,2,61,2019-05-18,0.65,1,264,10022,1.0,Manhattan,1
245607,big 1 bedroom apt very central,825022,Jaidev,Chelsea,40.75127,-73.99637,Entire home/apt,226.0,5,34,2019-07-01,0.39,1,302,10018,1.0,Manhattan,1
251277,Private Bdrm /Bath 1 block Ctrl Prk,1317343,Carol,Upper West Side,40.785579999999996,-73.9726,Private room,140.0,1,176,2019-06-29,1.89,1,300,10024,1.0,Manhattan,1
260765,NewYork Modern Pre-War LoftStudio ,480943,Ro,Upper East Side,40.76928,-73.95021,Entire home/apt,189.0,2,314,2019-07-01,3.45,2,206,10021,1.0,Manhattan,1
263888,Contemporary & Classic Sanctuary on the Hudson,1384559,C,Upper West Side,40.79433,-73.9765,Entire home/apt,225.0,2,129,2019-04-28,1.41,1,107,10024,1.0,Manhattan,1
266146,Beautiful studio by Central Park,1385157,Brian,Upper West Side,40.78448,-73.97289,Entire home/apt,109.0,30,36,2019-03-19,0.39,5,286,10024,1.0,Manhattan,1
326832,Cozy Upper East Side Studio,668564,Nitzan,Upper East Side,40.77471,-73.95574,Entire home/apt,159.0,2,32,2019-06-23,0.47,1,7,10028,1.0,Manhattan,1
328693,Spacious Manhattan Apartment near Central Park,1013131,Joseph,Upper West Side,40.78867,-73.96809,Entire home/apt,179.0,3,297,2019-06-24,3.37,1,205,10024,1.0,Manhattan,1
341525,TIMES SQUARE MASTER BEDROOM!,1732559,J,Hell's Kitchen,40.75763,-73.99481999999999,Private room,95.0,6,62,2019-06-01,0.76,2,80,10018,1.0,Manhattan,1
351859,Exquisite Spacious Studio in Midtown,417652,Ron,Chelsea,40.74964,-73.99158,Entire home/apt,265.0,4,75,2019-07-01,0.86,1,324,10018,1.0,Manhattan,1
357509,Manhattan -  Best Location in Midtown,684129,Ellie,Midtown,40.75407,-73.96713000000001,Entire home/apt,110.0,7,27,2019-03-01,0.31,1,192,10022,1.0,Manhattan,1
386744,Great room priv/bathrm Eastside location 70's ST,1935291,Cristina,Upper East Side,40.7685,-73.96034,Private room,105.0,7,93,2019-06-07,1.06,1,70,10021,1.0,Manhattan,1
405408,"Magazine SOHO Studio Loft. 
Read our reviews!",2020431,M. C.,SoHo,40.72057,-73.99976,Entire home/apt,225.0,3,134,2019-06-22,1.53,1,231,10013,1.0,Manhattan,1
413775,Midtown East Sutton Area Entire Apt,2058589,Cary,Midtown,40.75816,-73.96457,Entire home/apt,275.0,2,16,2019-05-09,0.24,1,167,10022,1.0,Manhattan,1
443646,Classy 2.5 BR Brownstone w/ Garden,2204078,Michelle,Upper West Side,40.78911,-73.97395999999999,Entire home/apt,395.0,14,39,2019-05-16,0.45,1,50,10024,1.0,Manhattan,1
459066,******AMAZING DEAL IN NYC*****,2282355,Ivana,Upper East Side,40.76719,-73.95303,Entire home/apt,150.0,2,23,2019-01-01,0.27,1,0,10021,1.0,Manhattan,1
483485,Downtown Full Floor Loft,1492619,Wallace,Civic Center,40.71164,-74.00774,Entire home/apt,328.0,2,319,2019-07-02,3.78,1,112,10007,1.0,Manhattan,1
491977,Stylish Large 1bd APT in Chinatown/Tribeca NYC,2431528,Christine,Chinatown,40.71456,-73.99978,Entire home/apt,165.0,5,22,2019-05-11,0.26,1,316,10013,1.0,Manhattan,1
494937,"The SoHo Loft - Huge Penthouse - 1,200 sqft",1527535,Jean-Marie,SoHo,40.72162,-74.00414,Entire home/apt,499.0,2,63,2019-07-07,0.76,1,26,10013,1.0,Manhattan,1
510218,Spacious Upper West Side 1-Bedroom,2513726,Margaret,Upper West Side,40.79218,-73.97926,Entire home/apt,185.0,2,165,2019-06-18,1.92,1,259,10024,1.0,Manhattan,1
518566,"Gorgeous, charming Upper East private room",1497427,Andrea,Upper East Side,40.77108,-73.95966999999999,Private room,82.0,3,10,2019-05-15,0.13,2,251,10021,1.0,Manhattan,1
530576,"1bedroom, 70s UWS,brownstone charm",263510,Sandy,Upper West Side,40.78111,-73.97739,Private room,93.0,14,88,2019-06-28,1.03,1,176,10024,1.0,Manhattan,1
540489,Large + Bright private bedroom in NoLiTa,2656413,Anton,Little Italy,40.72006,-73.99579,Private room,58.0,6,18,2019-01-20,0.21,1,0,10013,1.0,Manhattan,1
546573,Stunning apt with downtown views!,1792568,Mickey,Financial District,40.705870000000004,-74.01534000000001,Entire home/apt,500.0,2,63,2019-05-19,0.75,1,79,10004,1.0,Manhattan,1
654005,Charming 2 Bdrm UWS w/ private deck,1242765,Kate,Upper West Side,40.78363,-73.97797,Entire home/apt,349.0,3,58,2019-06-18,0.7,1,341,10024,1.0,Manhattan,1
655783,Chic Luxe 1BR 1.5BA 900sf -Midtown ,3301845,Alana,Midtown,40.75663,-73.96681,Entire home/apt,285.0,7,10,2019-07-06,3.53,1,0,10022,1.0,Manhattan,1
657217,Prime location near Central Park !!,3312204,Olga,Upper East Side,40.7779,-73.95246,Private room,79.0,1,347,2019-07-04,4.24,2,247,10028,1.0,Manhattan,1
660036,Great Apt Steps from Central Park,3330459,Lynne,Upper West Side,40.78754,-73.96989,Private room,113.0,1,93,2019-05-21,1.12,1,2,10024,1.0,Manhattan,1
671633,REDUCED! Private Apt~Fun NYC area!,1709717,Camille,Upper East Side,40.77382,-73.95088,Entire home/apt,141.0,2,46,2019-06-14,0.57,1,346,10028,1.0,Manhattan,1
731293,**YOUR HOME AWAY FROM HOME** : UES/66th LG 1 BDRM,3805320,R And R,Upper East Side,40.76352,-73.96394000000001,Entire home/apt,200.0,3,203,2019-06-20,2.53,1,260,10065,1.0,Manhattan,1
741154,Beautiful duplex loft with Skylight,1406458,Nancy,Tribeca,40.71778,-74.00452,Entire home/apt,210.0,14,10,2019-07-04,10.0,1,0,10013,1.0,Manhattan,1
746088,Little Italy gem Center of it all!,1483464,Robert,Little Italy,40.71955,-73.99706,Entire home/apt,199.0,3,219,2019-06-16,2.68,1,212,10013,1.0,Manhattan,1
758782,Perfect Midtown Apt E. 50th St,286313,Kiovanna,Midtown,40.75383,-73.96777,Entire home/apt,133.0,6,22,2019-06-29,0.33,1,5,10022,1.0,Manhattan,1
760303,UES Manhattan Quiet Nest 1 Bdrm,4007393,Jenni,Upper East Side,40.776379999999996,-73.95246999999999,Entire home/apt,155.0,5,63,2019-07-05,0.78,1,235,10028,1.0,Manhattan,1
770893,1 Bdrm Apt-Luxury Bldg-Upper West,4066797,Victoria,Upper West Side,40.77734,-73.9877,Entire home/apt,100.0,29,3,2019-02-11,0.11,1,301,10069,1.0,Manhattan,1
773993,Upper East Side Oasis!,4083654,Santina,Upper East Side,40.77032,-73.95331,Private room,85.0,2,138,2019-07-07,2.06,1,196,10021,1.0,Manhattan,1
795680,Upper East side cozy 1 bdr apt,4191209,Fran,Upper East Side,40.7666,-73.95903,Entire home/apt,105.0,14,7,2019-01-06,0.16,1,84,10021,1.0,Manhattan,1
804246,"HUGE, PRIVATE, SUNLIT ROOM IN DOWNTOWN NYC LOFT!",4233030,Michael,Chinatown,40.717859999999995,-73.99518,Private room,195.0,3,61,2019-06-30,0.77,1,134,10013,1.0,Manhattan,1
814327,room in uper east side manhattan,4279005,Jefry,Upper East Side,40.77171,-73.95042,Private room,81.0,10,64,2019-05-04,0.93,1,311,10075,1.0,Manhattan,1
825486,1 BEDROOM APARTMENT IN UPPER EAST,4331441,Francesco,Upper East Side,40.76744,-73.96118,Entire home/apt,135.0,1,225,2019-06-18,2.83,1,19,10021,1.0,Manhattan,1
846854,Large Garden Duplex on Park block,4422368,Dirk,Upper West Side,40.78689,-73.97314,Entire home/apt,300.0,30,93,2019-06-08,1.24,1,284,10024,1.0,Manhattan,1
846871,"Cozy 1 BR near Central Park, AMNH, The MET & More",3179895,Dee,Upper West Side,40.784290000000006,-73.97815,Private room,131.0,2,220,2019-06-23,2.85,1,1,10024,1.0,Manhattan,1
848220,LUXURY APT w PRIVATE GARDEN NYC UES,4425694,Gregory,Upper East Side,40.767140000000005,-73.95922,Entire home/apt,160.0,1,187,2019-05-24,2.36,1,221,10021,1.0,Manhattan,1
883517,3 Bedroom Upper West Side Gem,4677362,Julie,Upper West Side,40.78615,-73.98137,Entire home/apt,339.0,4,28,2019-07-06,0.37,1,167,10024,1.0,Manhattan,1
921862,Breathtaking view of New York city,4957149,George,Upper West Side,40.7886,-73.97553,Entire home/apt,190.0,28,28,2019-05-31,0.41,1,283,10024,1.0,Manhattan,1
923566,Sunlit Central Park Apartment,4967515,Cody,Upper West Side,40.78775,-73.98151999999999,Entire home/apt,200.0,6,22,2019-01-04,0.28,2,354,10024,1.0,Manhattan,1
925730,Large studio all to yourself,4980428,L,Chinatown,40.7189,-73.99654,Entire home/apt,160.0,7,13,2019-06-10,0.17,1,335,10013,1.0,Manhattan,1
927987,Bright Doorman One Bedroom on Upper East Side,755172,Meg,Upper East Side,40.77543,-73.95499000000001,Entire home/apt,230.0,3,20,2019-06-10,0.26,1,282,10028,1.0,Manhattan,1
947810,Seeking Short Term Roommate on UES,5138312,Georgina,Upper East Side,40.774640000000005,-73.95695,Private room,50.0,20,11,2019-06-03,0.16,1,269,10075,1.0,Manhattan,1
993514,Luxury Furnished 1 BR UWS Apt w W/D & Deck,15145088,Izi,Upper West Side,40.787290000000006,-73.97439,Entire home/apt,191.0,30,8,2019-06-03,0.11,8,346,10024,1.0,Manhattan,1
999248,TriBeCa 2500 Sq Ft w/ Priv Elevator,273174,Jon,Tribeca,40.71927,-74.00453,Entire home/apt,575.0,1,447,2019-07-01,5.89,3,207,10013,1.0,Manhattan,1
1036734,Apartment in the heart of Upper East Side,5707409,Mary,Upper East Side,40.770540000000004,-73.95496999999999,Entire home/apt,100.0,3,226,2019-07-01,2.97,1,221,10021,1.0,Manhattan,1
1056445,Upscale Designer Studio-Heart of Manhattan,1600541,Marina,Upper East Side,40.770140000000005,-73.96222,Entire home/apt,425.0,2,68,2019-06-06,0.91,1,358,10021,1.0,Manhattan,1
1060019,"Modern Duplex 1 bdrm , 1.5 Baths + terrace!",5837033,Mark,Upper East Side,40.7744,-73.95578,Entire home/apt,199.0,1,116,2019-06-17,1.54,1,300,10075,1.0,Manhattan,1
1069266,Stay like a real New Yorker!,5867023,Michael,Midtown,40.75783,-73.96383,Entire home/apt,145.0,2,146,2019-06-09,1.94,1,148,10022,1.0,Manhattan,1
1070458,Room in a cozy loft,3968209,Swetha,SoHo,40.720859999999995,-73.99999,Private room,100.0,3,64,2019-05-06,0.87,2,355,10013,1.0,Manhattan,1
1183667,Sunlit cozy studio apt in UWS (70s),6474981,Kinneret,Upper West Side,40.779379999999996,-73.98721,Entire home/apt,85.0,4,42,2019-06-16,1.44,1,9,10069,1.0,Manhattan,1
1189378,Authentic Soho Loft (1200 sq ft),867249,Norwin,Tribeca,40.71976,-74.00571,Entire home/apt,285.0,2,124,2019-06-22,1.7,1,131,10013,1.0,Manhattan,1
1194066,ENTIRE 1 Bedroom apartment- Upper East Side,6525255,Dana,Upper East Side,40.76703,-73.95413,Entire home/apt,190.0,2,191,2019-06-23,2.6,1,282,10021,1.0,Manhattan,1
1223230,Stunning Sundrenched Tribeca Loft,6672450,Jacqueline,Tribeca,40.71908,-74.00546,Entire home/apt,290.0,1,21,2019-06-23,0.29,1,128,10013,1.0,Manhattan,1
1255828,Sunny Beach House type room on UWS,5561816,Caitlin,Upper West Side,40.783229999999996,-73.98105,Private room,95.0,3,191,2019-06-24,2.61,1,207,10024,1.0,Manhattan,1
1320550,Nice cozy apartment by Central Park,7169746,Patricia,Upper East Side,40.774440000000006,-73.95908,Entire home/apt,235.0,2,10,2019-05-26,0.2,1,345,10075,1.0,Manhattan,1
1335036,Charming 2 Bedroom Little Italy Apt,4581902,Magi,Little Italy,40.71833,-73.99826,Entire home/apt,250.0,3,155,2019-06-22,2.18,1,159,10013,1.0,Manhattan,1
1340982,Steps from Central Park,7273689,Olya,Upper East Side,40.77207,-73.95923,Entire home/apt,169.0,7,11,2019-01-05,0.2,1,24,10021,1.0,Manhattan,1
1352657,Spacious 1BR Midtown Manhattan w DM,7341851,Maya,Upper East Side,40.76178,-73.96713000000001,Entire home/apt,280.0,2,7,2019-04-01,0.11,1,365,10022,1.0,Manhattan,1
1357021,MIDTOWN EAST 1BR APARTMENT - NEW,1411399,Carlos,Midtown,40.75639,-73.96558,Entire home/apt,219.0,1,78,2019-06-22,1.1,5,301,10022,1.0,Manhattan,1
1380326,Positive Cozy Room!,7475363,Lola,Upper East Side,40.76723,-73.9551,Private room,111.0,2,77,2019-06-17,1.1,2,259,10021,1.0,Manhattan,1
1436810,W80's Renovated with Chef's Kitchen,3038687,Karen,Upper West Side,40.78622,-73.97586,Entire home/apt,99.0,30,23,2019-04-20,0.32,8,89,10024,1.0,Manhattan,1
1507845,"Rare large modern garden studio, comfy; location!",109505,Jason,Upper East Side,40.77006,-73.95441,Entire home/apt,159.0,2,114,2019-06-23,1.62,1,46,10021,1.0,Manhattan,1
1533652,Charming Central Park Studio: Summer Park Strolls!,8178950,Mari,Upper West Side,40.783570000000005,-73.97268000000001,Entire home/apt,121.0,7,76,2019-06-30,1.11,1,151,10024,1.0,Manhattan,1
1640995,One bedroom apartment - UES,8313953,Natalie,Upper East Side,40.76866,-73.9536,Entire home/apt,140.0,6,36,2019-06-06,0.69,1,71,10021,1.0,Manhattan,1
1645772,"Private Entrance/Bath, 2 story Apt.",8026393,Ruth,Upper East Side,40.77118,-73.9527,Private room,150.0,2,121,2019-06-29,1.72,1,225,10075,1.0,Manhattan,1
1664209,2000 SQ FT Spacious Artist Loft in SOHO,1253125,Tanya,SoHo,40.72047,-74.00049,Entire home/apt,275.0,2,6,2019-04-28,0.51,1,5,10013,1.0,Manhattan,1
1721115,Financial District Oasis Room-1 Queen Bed,9072771,Kindra,Financial District,40.70758,-74.00799,Private room,99.0,4,11,2019-06-20,0.18,2,365,10005,1.0,Manhattan,1
1731969,Beautiful UES residence minutes from everything,17318747,Jay,Upper East Side,40.77084,-73.95810999999999,Private room,99.0,1,20,2019-06-30,0.42,2,278,10021,1.0,Manhattan,1
1752112,NYC Central Park family apt - 3bdr,5862053,Alexana,Upper West Side,40.78952,-73.98097,Entire home/apt,400.0,7,19,2019-04-27,0.28,1,46,10024,1.0,Manhattan,1
1755484,Museum Mile Central Pk- Madison Ave,9232106,Lynne,Upper East Side,40.77648,-73.96126,Entire home/apt,225.0,4,10,2019-05-28,0.17,1,348,10075,1.0,Manhattan,1
1844088,Renovated Studio Midtown East,1512462,Evan & Maria,Midtown,40.7525,-73.96491999999999,Entire home/apt,215.0,4,130,2019-05-31,1.92,2,270,10022,1.0,Manhattan,1
1847261,AUTHENTIC TRIBECA LOFT NEAR SOHO,315654,Genevieve,Tribeca,40.71417,-74.00678,Entire home/apt,240.0,3,60,2019-05-04,0.91,1,348,10007,1.0,Manhattan,1
1864061,"2 Br Condo: Elegant, Amazing Views!",9720494,Coats,Hell's Kitchen,40.75562,-73.99736,Entire home/apt,525.0,5,42,2019-05-25,0.61,1,80,10018,1.0,Manhattan,1
1864757,3+ Bedroom Steps to Park Avenue,194918,David,Upper East Side,40.77585,-73.95566,Entire home/apt,600.0,3,46,2019-05-27,0.67,1,210,10028,1.0,Manhattan,1
1877255,"PRIVATE Room, located on Central MANHATTAN***",7748646,Denise,Upper East Side,40.7789,-73.95311,Private room,85.0,3,134,2019-06-18,1.96,1,108,10028,1.0,Manhattan,1
1881846,Cozy sunny room in the heart of the city,586409,Ahmed,Midtown,40.75375,-73.96556,Private room,130.0,2,128,2019-05-28,1.88,1,294,10022,1.0,Manhattan,1
1887291,"Private, Peaceful Times Square 1BR",9817733,Ana,Hell's Kitchen,40.754059999999996,-73.99376,Entire home/apt,160.0,3,158,2019-06-15,2.33,1,188,10018,1.0,Manhattan,1
1895196,Apt near Museum Mile,9847713,Ksenia,Upper East Side,40.76981,-73.95812,Entire home/apt,99.0,2,249,2019-06-20,3.63,1,172,10021,1.0,Manhattan,1
1950588,Newly Renovated One Bedroom,10087095,Brian,Little Italy,40.7193,-73.99781,Entire home/apt,200.0,3,41,2019-06-10,0.6,1,0,10013,1.0,Manhattan,1
2041041,Your Living Room is the UES,7028387,Todd,Upper East Side,40.76749,-73.95533,Private room,80.0,24,89,2019-06-13,1.4,1,146,10021,1.0,Manhattan,1
2055050,Charming studio upper east side NYC,10525320,Candace,Upper East Side,40.773759999999996,-73.95343000000001,Entire home/apt,125.0,5,54,2019-06-01,0.9,2,274,10075,1.0,Manhattan,1
2096968,*Upper East Side Cozy 1 Bedroom*,1461630,Ro,Upper East Side,40.76352,-73.95548000000001,Entire home/apt,135.0,4,105,2019-06-29,1.56,1,267,10065,1.0,Manhattan,1
2100174,Private Furnished Studio Apartment,10710522,Jessica,Upper East Side,40.77452,-73.94951,Entire home/apt,150.0,30,26,2019-04-21,0.41,1,269,10028,1.0,Manhattan,1
2141975,Charming and Large UES ROOM for travellers,1580799,Jenn,Upper East Side,40.77459,-73.95149,Private room,85.0,5,44,2019-06-28,0.77,1,299,10028,1.0,Manhattan,1
2145620,"Bright, Lovely, Private Room in Midtown Manhattan",10949644,Lydia,Midtown,40.75667,-73.96464,Private room,97.0,3,177,2019-06-28,2.69,1,58,10022,1.0,Manhattan,1
2165107,Cozy Manhattan 1 BR,10533538,Sean,Upper East Side,40.7604,-73.96029,Entire home/apt,100.0,6,29,2019-05-30,0.47,1,128,10021,1.0,Manhattan,1
2210041,"CENTRAL PARK, NYC APT",8112314,Mena,Upper West Side,40.786159999999995,-73.97348000000001,Private room,149.0,2,121,2019-06-23,2.06,2,270,10024,1.0,Manhattan,1
2214831,LAVISH 2 BR APT by Central Park!!!,11297009,Lex,Upper West Side,40.78605,-73.97354,Entire home/apt,99.0,1,153,2019-05-26,2.39,4,327,10024,1.0,Manhattan,1
2223247,Lovely Duplex (2-story) flat on the UES,11111521,Victoria,Upper East Side,40.772659999999995,-73.95257,Entire home/apt,220.0,3,20,2019-01-02,0.32,1,31,10075,1.0,Manhattan,1
2254817,Elegant private studio in Manhattan 73 St. & 3 Ave,9420221,Kourosh,Upper East Side,40.76886,-73.95877,Entire home/apt,130.0,30,3,2019-06-30,0.39,1,156,10021,1.0,Manhattan,1
2277707,Great UWS Apt Along Central Park,11630571,Ariel,Upper West Side,40.78498,-73.97284,Entire home/apt,350.0,1,7,2019-01-02,0.14,1,365,10024,1.0,Manhattan,1
2371794,Master bedroom in historic house,2588427,Rip,SoHo,40.72541,-74.01015,Private room,150.0,3,30,2019-01-02,0.48,2,4,10013,1.0,Manhattan,1
2435621,Stunning 1br in Historic Brownstone,26640,Sally,Upper West Side,40.7851,-73.97397,Entire home/apt,195.0,30,45,2019-05-31,0.73,2,327,10024,1.0,Manhattan,1
2489407,Peaceful Bed w Breakfast - Manhattan,3562864,Daniel,Upper East Side,40.77194,-73.94773,Private room,84.0,3,150,2019-06-21,2.38,1,294,10028,1.0,Manhattan,1
2571283,Entire home 1 BR+ office or 2 BR best UWS location,5140244,Jennifer,Upper West Side,40.78283,-73.97206,Entire home/apt,199.0,13,2,2019-01-01,0.03,1,0,10024,1.0,Manhattan,1
2607583,Exquisite Furnished 1-BR Studio,13347167,AFI Apartments,Upper East Side,40.77231,-73.95588000000001,Entire home/apt,103.0,30,7,2019-04-30,0.23,29,326,10075,1.0,Manhattan,1
2686002,Large Clean Room Midtown East NYC,13749425,Juan,Midtown,40.754129999999996,-73.96791999999999,Private room,100.0,2,198,2019-06-09,3.1,1,305,10022,1.0,Manhattan,1
2763206,COZY PRIVATE BR AT59TH ST MANHATTAN,14133008,Lisa,Midtown,40.75967,-73.96595,Private room,78.0,12,43,2019-04-29,0.74,1,49,10022,1.0,Manhattan,1
2994478,☆ Central Park - Home Away From Home,2604437,Lane,Upper West Side,40.78504,-73.97959,Private room,110.0,3,40,2019-05-16,1.48,2,113,10024,1.0,Manhattan,1
3052726,Great apt in awesome area,15542183,Brian,Upper West Side,40.785759999999996,-73.97594000000001,Entire home/apt,300.0,3,92,2019-05-06,1.53,1,254,10024,1.0,Manhattan,1
3129731,Dbl Room with Terrace and View!,7853594,Hans,Upper East Side,40.76282,-73.9637,Private room,147.0,1,25,2019-04-21,0.51,2,10,10065,1.0,Manhattan,1
3241858,Right in the center of Manhattan,1866033,Chen,Upper East Side,40.7659,-73.96611,Entire home/apt,200.0,4,102,2019-06-26,1.7,1,6,10065,1.0,Manhattan,1
3258197,Large 1br Duplex in Heart of Upper East Side,16477306,Jeff,Upper East Side,40.76866,-73.95553000000001,Entire home/apt,16.0,2,21,2019-06-30,1.69,1,9,10021,1.0,Manhattan,1
3262930,Cosy room with private bathroom-NYC,16500110,Irena,Upper East Side,40.76572,-73.95541,Private room,140.0,3,118,2019-06-24,1.91,1,316,10021,1.0,Manhattan,1
3279671,Quiet 1BR in Chelsea,109738,Michelle,Chelsea,40.7518,-73.9969,Entire home/apt,165.0,3,159,2019-05-25,2.71,1,75,10018,1.0,Manhattan,1
3344237,Stay in the heart of the East side!,16879147,Alejandro,Midtown,40.75958,-73.96231,Private room,125.0,2,55,2019-06-27,0.89,1,348,10022,1.0,Manhattan,1
3363462,Gorgeous Studio Apt Upper East Side,16968641,Tanya,Upper East Side,40.77486,-73.94856999999999,Entire home/apt,185.0,5,18,2019-05-20,0.3,1,31,10028,1.0,Manhattan,1
3426233,2 Bd/1 Bath Apartment Upper East Side NYC,17272284,Geoffrey,Upper East Side,40.763490000000004,-73.95969000000001,Entire home/apt,400.0,3,9,2019-04-28,0.36,2,0,10065,1.0,Manhattan,1
3463385,Gorgeous room in Manhattan,10698270,Evgenia,Upper East Side,40.76717,-73.95532,Private room,95.0,1,202,2019-05-27,3.31,2,263,10021,1.0,Manhattan,1
3465977,Next to Central Park and Natural Science Museum,1535732,Pablo,Upper West Side,40.78478,-73.97668,Entire home/apt,225.0,15,15,2019-06-16,0.45,1,266,10024,1.0,Manhattan,1
3659544,Home Away from Home-Room in Midtown,12327430,Marco,Hell's Kitchen,40.76625,-73.99387,Private room,69.0,3,168,2019-06-23,2.88,2,129,10018,1.0,Manhattan,1
3662724,5144-Prime Doorman!78ST & Madison ,16098958,Jeremy & Laura,Upper East Side,40.77448,-73.96101999999999,Entire home/apt,175.0,30,2,2019-05-30,0.06,96,281,10075,1.0,Manhattan,1
3666709,Cozy Private UES Studio Apt!,18594426,Amanda,Upper East Side,40.7729,-73.95276,Entire home/apt,99.0,3,9,2019-05-30,0.15,1,0,10075,1.0,Manhattan,1
3697432,Experience NYC to the fullest @UES!,18836774,Jime,Upper East Side,40.775420000000004,-73.95437,Private room,73.0,4,48,2019-01-19,0.8,5,153,10028,1.0,Manhattan,1
3771656,Amazing Upper East Side Location,19331457,Yevgeny,Upper East Side,40.77632,-73.95458,Private room,95.0,1,389,2019-07-01,6.51,2,254,10028,1.0,Manhattan,1
3866538,Home Away from Home,19961114,Chris,Upper West Side,40.787890000000004,-73.97426999999999,Entire home/apt,98.0,3,233,2019-06-26,3.97,1,33,10024,1.0,Manhattan,1
3914773,Upper West Side Museum/Central Park,2045335,Jonathan,Upper West Side,40.78099,-73.97416,Private room,150.0,3,50,2019-01-01,0.85,1,365,10024,1.0,Manhattan,1
4013339,Amazing Private Room in the Heart of Manhattan,2090439,Matt,Little Italy,40.72023,-73.99693,Private room,95.0,3,135,2019-06-16,2.31,1,9,10013,1.0,Manhattan,1
4048043,1 BR in Exposed Brick SoHo apt,10135,Jason,SoHo,40.71972,-73.99986,Private room,135.0,2,125,2019-06-16,2.14,2,340,10013,1.0,Manhattan,1
4129195,2 sleeping areas for 2 people together +2 singles,702419,Lars,Chelsea,40.75097,-73.99562,Entire home/apt,175.0,14,78,2019-03-10,1.36,1,0,10018,1.0,Manhattan,1
4157451,Bedroom in Manhattan - Prime Location,9432174,Daniel,Upper East Side,40.76805,-73.95424,Private room,90.0,4,87,2019-06-13,2.01,1,10,10021,1.0,Manhattan,1
4187387,Beautiful Studio in posh Upper East,20289059,Cristina,Upper East Side,40.7661,-73.9573,Entire home/apt,139.0,2,160,2019-06-27,2.76,1,248,10021,1.0,Manhattan,1
4197760,Stylish 1 BedRoom very quiet Upper East Side Apt!,21777274,Kelly,Upper East Side,40.76169,-73.95682,Entire home/apt,92.0,4,179,2019-06-17,3.14,1,245,10065,1.0,Manhattan,1
